Channel 0:
-3.0396338 1.5913458
-3.076018 1.6367536
-3.124563 1.6796066
-3.1852682 1.7199047
-3.2739394 1.7635508
-3.3905766 1.8105445
-3.482596 1.8520517
-3.5499978 1.8880725
-3.6142163 1.9168683
-3.675252 1.9384394
-3.7139473 1.9522419
-3.7303023 1.9582757
-3.7486577 1.9585749
-3.7690141 1.9531395
-3.785062 1.941073
-3.7968016 1.9223753
-3.8106487 1.9141581
-3.8266032 1.9164212
-3.8131773 1.922554
-3.7703712 1.9325563
-3.7566395 1.9509921
-3.7719827 1.9778616
-3.7776146 1.9953645
-3.7735362 2.0035007
-3.7835948 2.006939
-3.8077908 2.0056796
-3.8300414 2.0050786
-3.8503463 2.0051355
-3.8368073 1.9940093
-3.7894244 1.9716995
-3.741396 1.9650159
-3.692722 1.9739584
-3.6751335 1.9988596
-3.68863 2.0397196
-3.6976724 2.056194
-3.702259 2.0482833
-3.7224271 2.0434983
-3.7581763 2.0418391
-3.77884 2.0458798
-3.7844186 2.0556202
-3.7756522 2.0457056
-3.75254 2.0161352
-3.7242444 2.0124676
-3.690765 2.0347025
-3.6907248 2.04734
-3.7241244 2.05038
-3.7408066 2.0420136
-3.7407708 2.0222414
-3.7578769 2.019034
-3.7921247 2.0323918
-3.8055904 2.0332842
-3.798274 2.0217113
-3.7804286 2.003104
-3.7520537 1.9774618
-3.7251925 1.9447896
-3.6998463 1.9050875
-3.6614351 1.8698876
-3.6099594 1.8391898
-3.5546136 1.8124077
-3.4953976 1.7895412
-3.3079715 1.6584663
-2.992335 1.4191827
-2.5806308 1.1958265
-2.0728586 0.9883977
-1.7388419 0.87093264
-1.5785805 0.8434315
-1.4556289 0.82027936
-1.3699868 0.80147636
-1.2799952 0.7942153
-1.1856539 0.79849637
-1.14674 0.8188675
-1.163253 0.8553287
-1.1298137 0.8900752
-1.046422 0.9231068
-0.9861842 0.9322685
-0.94910014 0.9175602
-0.9247037 0.91529155
-0.9129948 0.9254624
-0.89854854 0.92340946
-0.88136494 0.9091326
-0.84174836 0.90783477
-0.77969885 0.91951597
-0.79159224 0.9356328
-0.87742877 0.95618546
-0.9151825 0.98509544
-0.9048534 1.0223626
-0.95697206 1.058737
-1.0715383 1.0942186
-1.1921731 1.1231357
-1.3188765 1.1454881
-1.3975335 1.1647713
-1.4281445 1.1809852
-1.475854 1.1851215
-1.5406623 1.1771802
-1.604955 1.1639676
-1.6687322 1.1454836
-1.7114227 1.1198487
-1.7330267 1.0870632
-1.7580467 1.0611147
-1.7864827 1.0420033
-1.8163681 1.041635
-1.8477031 1.0600097
-1.8627876 1.0582911
-1.8616214 1.036479
-1.8764478 1.0272102
-1.9072669 1.0304848
-1.9512817 1.0415039
-2.0084922 1.0602677
-2.0345032 1.0828966
-2.0293143 1.1093907
-2.0148175 1.1224091
-1.9910128 1.1219513
-1.9744332 1.1169229
-1.9650788 1.1073233
-1.9528784 1.0881224
-1.9378316 1.0593202
-1.9487016 1.0562801
-1.9854884 1.0790023
-2.0406094 1.1026268
-2.114065 1.1271536
-2.1566138 1.1328738
-2.1682556 1.1197875
-2.1658213 1.1015428
-2.1493113 1.07814
-2.1317616 1.08301
-2.1131716 1.1161523
-2.111173 1.1292622
-2.1257653 1.1223395
-2.1417465 1.1055113
-2.1591163 1.0787778
-2.1803026 1.0893332
-2.205305 1.1371773
-2.232879 1.1686084
-2.2630239 1.1836264
-2.2618268 1.1939265
-2.2292871 1.1995087
-2.2355974 1.2128811
-2.2807572 1.2340436
-2.3126268 1.2615128
-2.3312068 1.2952884
-2.3193479 1.3061322
-2.27705 1.2940441
-2.270763 1.2949114
-2.300486 1.3087339
-2.3201108 1.3209524
-2.3296366 1.3315667
-2.3367252 1.3432477
-2.3413758 1.3559952
-2.365931 1.3747395
-2.4103904 1.3994808
-2.4342504 1.4236875
-2.4375112 1.4473594
-2.4261117 1.4605184
-2.4000523 1.4631643
-2.4174123 1.432259
-2.4781914 1.367802
-2.4828045 1.318784
-2.431251 1.2852054
-2.3891163 1.2661955
-2.3564003 1.2617545
-2.3601737 1.2582518
-2.400437 1.2556871
-2.4480276 1.2639124
-2.5029457 1.282928
-2.5683951 1.3164461
-2.6443763 1.3644668
-2.6387765 1.3881791
-2.551596 1.387583
-2.5260453 1.375369
-2.5621243 1.3515371
-2.5796723 1.3311483
-2.5786896 1.3142021
-2.5705078 1.308123
-2.5551274 1.312911
-2.5490727 1.3541186
-2.5523438 1.4317458
-2.6299558 1.4715945
-2.781908 1.473665
-2.7586193 1.4347711
-2.560089 1.354913
-2.4776096 1.30631
-2.5111814 1.2889626
-2.5069075 1.2393659
-2.4647884 1.1575203
-2.4437287 1.1165974

Channel 1:
-0.24787748 -0.072840706
-0.25868917 -0.049274046
-0.28031254 -0.0021407316
-0.3029092 0.0443448
-0.32647914 0.09018254
-0.345337 0.14539276
-0.35948282 0.20997544
-0.3583774 0.26101357
-0.34202078 0.29850715
-0.3417824 0.31470007
-0.35766223 0.3095923
-0.38778478 0.30980146
-0.43215 0.3153275
-0.45506677 0.3026768
-0.45653504 0.2718493
-0.42502844 0.25246495
-0.36054686 0.24452367
-0.34814772 0.26609212
-0.38783094 0.31717038
-0.40129268 0.36031955
-0.38853294 0.39553967
-0.38401395 0.4117205
-0.38773572 0.408862
-0.42725378 0.41694674
-0.5025681 0.43597484
-0.5744518 0.46515357
-0.6429047 0.504483
-0.68100804 0.5342931
-0.6887618 0.55458397
-0.6964486 0.5539763
-0.70406854 0.53247017
-0.7505499 0.5367373
-0.83589274 0.56677777
-0.94695127 0.58623385
-1.0837255 0.5951055
-1.1707318 0.59395057
-1.2079701 0.58276886
-1.214635 0.5953107
-1.190726 0.6315759
-1.1684089 0.6486077
-1.1476834 0.646406
-1.1353614 0.6442096
-1.131443 0.6420185
-1.1472557 0.6436584
-1.1827997 0.6491294
-1.2352233 0.63921225
-1.3045266 0.613907
-1.36661 0.5978759
-1.4214742 0.59111905
-1.4446707 0.57000846
-1.4361998 0.534544
-1.4285188 0.5321015
-1.421628 0.56268084
-1.3990991 0.60789245
-1.3609324 0.6677363
-1.3430582 0.70271283
-1.3454767 0.71282214
-1.3526102 0.69099826
-1.3644583 0.63724124
-1.372681 0.6016138
-1.3772781 0.58411586
-1.3926386 0.5561341
-1.4187628 0.51766837
-1.4244974 0.5126828
-1.4098425 0.5411774
-1.3691919 0.5775081
-1.3025455 0.6216751
-1.2578032 0.64027923
-1.234965 0.63332057
-1.1975633 0.63823754
-1.1455979 0.65503
-1.1094387 0.6898731
-1.0890853 0.74276686
-1.0933406 0.7628039
-1.1222047 0.7499842
-1.1274815 0.74084544
-1.1091712 0.73538756
-1.1109343 0.73299456
-1.1327709 0.7336665
-1.1474972 0.74860066
-1.1551133 0.77779704
-1.1513695 0.79069734
-1.1362655 0.78730166
-1.133424 0.7774597
-1.1428452 0.7611714
-1.1352913 0.73976594
-1.1107628 0.71324337
-1.0844185 0.68100834
-1.0562582 0.6430609
-1.070201 0.6263626
-1.1262472 0.63091326
-1.1593695 0.64528155
-1.1695677 0.66946757
-1.2125111 0.66905224
-1.2881992 0.6440356
-1.3308866 0.6228864
-1.3405731 0.6056049
-1.3238016 0.5843696
-1.2805724 0.55918056
-1.2966251 0.5604346
-1.3719599 0.58813167
-1.4221029 0.60172725
-1.4470541 0.6012213
-1.4387581 0.6001153
-1.3972152 0.59840924
-1.3610073 0.5840471
-1.3301349 0.557029
-1.3000647 0.5315297
-1.2707968 0.50754917
-1.2588906 0.4967155
-1.2643464 0.49902868
-1.2781779 0.5004235
-1.300385 0.5009
-1.2999969 0.504871
-1.2770133 0.5123367
-1.2441583 0.51184785
-1.2014318 0.5034045
-1.1786401 0.49331388
-1.1757833 0.48157603
-1.171782 0.47647822
-1.1666363 0.4780205
-1.1691155 0.47834888
-1.1792198 0.47746345
-1.1873119 0.48020938
-1.1933918 0.4865867
-1.1721218 0.50035757
-1.1235019 0.52152205
-1.0890855 0.53722835
-1.0688725 0.5474765
-1.0644225 0.55693233
-1.0757359 0.56559575
-1.093495 0.5871551
-1.1177 0.6216105
-1.1429564 0.6562581
-1.1692641 0.691098
-1.1775508 0.71940225
-1.1678165 0.74117094
-1.162823 0.782953
-1.1625702 0.84474844
-1.1752062 0.91614485
-1.2007306 0.99714214
-1.2432349 1.0911679
-1.3027186 1.1982223
-1.3417264 1.2774636
-1.3602581 1.3288918
-1.3701456 1.3631546
-1.3713886 1.3802526
-1.3903925 1.3752084
-1.4271573 1.3480221
-1.4722375 1.3288732
-1.525633 1.3177613
-1.5549124 1.2963483
-1.560076 1.2646344
-1.5829884 1.2275281
-1.6236498 1.1850294
-1.6543179 1.1539334
-1.6749921 1.1342402
-1.6899534 1.1017671
-1.699202 1.0565145
-1.7098037 1.0338631
-1.7217585 1.0338128
-1.7257501 1.0301172
-1.7217783 1.022776
-1.6991292 0.99591017
-1.6578028 0.9495195
-1.639576 0.9157198
-1.6444483 0.8945111
-1.6482146 0.8778665
-1.6508744 0.8657861
-1.631469 0.86197025
-1.5899985 0.8664192
-1.534223 0.8549289
-1.4641423 0.82749945
-1.3702006 0.81895727
-1.2523979 0.82930243
-1.1435186 0.83283186
-1.0435624 0.82954556
-0.9722824 0.81620455
-0.92967844 0.7928089
-0.90260303 0.77319145
-0.8910562 0.7573522
-0.88993824 0.74266195
-0.8992493 0.72912073
-0.90579134 0.7025726
-0.9095643 0.66301763
-0.88821924 0.65328425
-0.841756 0.67337245
-0.8225871 0.6957329
-0.8307123 0.7203656
-0.86305666 0.6887066
-0.91962 0.6007558
-0.93993795 0.549206
-0.92401075 0.53405714
-0.9330078 0.51289713
-0.966929 0.48572585
-0.99583554 0.46927893
-1.0197273 0.4635564
-1.0307933 0.46252117
-1.0290335 0.4661732
-1.0484881 0.48778412
-1.0891573 0.5273539
-1.1566849 0.5195297
-1.2510707 0.4643116
-1.2939794 0.42718008
-1.2854106 0.40813512
-1.286437 0.40019536
-1.2970585 0.40336078
-1.3261919 0.40449572
-1.3738375 0.4036002
-1.4811666 0.4209213
-1.6481793 0.45645902
-1.7719922 0.50473064
-1.8526056 0.5657361
-1.8930409 0.6133281
-1.8932984 0.64750665
-1.8971828 0.674168
-1.9046943 0.69331217
-1.9159309 0.70800453
-1.9308926 0.71824527
-1.9335623 0.7182776
-1.9239403 0.70810145
-1.9552598 0.70987207
-2.027521 0.72358954
-2.0633154 0.7399707
-2.0626435 0.75901556
-2.0418625 0.781314
-2.0009723 0.80686617
-1.962661 0.8230556
-1.9269288 0.82988214
-1.9175867 0.84601796
-1.9346354 0.87146306
-1.949321 0.87322384
-1.9616437 0.8513003
-1.985611 0.8351104
-2.0212228 0.8246543
-2.0078394 0.81751007
-1.945461 0.8136778
-1.854653 0.80450875
-1.7354155 0.79000294
-1.6509556 0.7719288
-1.6012728 0.75028616
-1.58072 0.74786127
-1.589297 0.7646541
-1.6252 0.7887528
-1.6884284 0.8201572
-1.7540327 0.8527254
-1.8220129 0.88645744
-1.888266 0.9125583
-1.9527919 0.931028
-1.9849244 0.96405935
-1.9846635 1.0116524
-2.0288482 1.0580049
-2.117478 1.103117
-2.2391438 1.1905062
-2.3938456 1.3201724
-2.5472877 1.4211876
-2.6994705 1.4935515
-2.817284 1.536161
-2.9007282 1.549016
-2.968615 1.5525634
-3.020944 1.5468036
-3.0469604 1.5568911
-3.046664 1.5828263
-3.0636678 1.6134336
-3.0979714 1.6487131
-3.1439517 1.6879865
-3.2016082 1.7312536
-3.2824821 1.7747475
-3.3865736 1.8184679
-3.4736278 1.8579509
-3.5436456 1.8931966
-3.6070561 1.9208859
-3.6638603 1.9410193
-3.7016945 1.9550877
-3.7205586 1.9630909
-3.742632 1.9634631
-3.7679138 1.9562042
-3.7868392 1.9454007
-3.7994075 1.9310532
-3.8124938 1.924813
-3.8260982 1.9266806
-3.8130329 1.933645
-3.773298 1.9457064
-3.7602937 1.9653928
-3.7740202 1.9927042
-3.7786183 2.0074062
-3.7740886 2.009499
-3.7836761 2.009479
-3.8073812 2.0073469
-3.8273351 2.0061393
-3.8435376 2.0058565
-3.8283842 1.9946346
-3.7818751 1.9724739
-3.7364817 1.9661319
-3.6922045 1.9756088
-3.6749983 1.9996188
-3.684863 2.038162
-3.6912162 2.0524259
-3.694057 2.0424109
-3.711936 2.0408757
-3.7448535 2.0478203
-3.7658012 2.0568929
-3.7747793 2.068093
-3.7649207 2.058704
-3.7362247 2.0287251
-3.7086759 2.0231385
-3.6822743 2.0419445
-3.6834238 2.0547998
-3.7121246 2.0617044
-3.7257843 2.0540602
-3.724403 2.031868
-3.7395215 2.0257761
-3.7711406 2.0357854
-3.7821634 2.0372906
-3.7725902 2.0302916
-3.7633822 2.0154672
-3.7545395 1.9928168
-3.7344286 1.9576455
-3.7030501 1.9099534
-3.6629734 1.8720806
-3.614198 1.844027
-3.5598044 1.8146498
-3.4997923 1.7839484
-3.2852116 1.645639
-2.9160619 1.3997209
-2.491325 1.183986
-2.0110002 0.99843377
-1.6918474 0.89324445
-1.5338663 0.86841816
-1.4120061 0.8457496
-1.326267 0.82523894
-1.2404807 0.8147141
-1.1546471 0.814175
-1.1301897 0.8289244
-1.1671078 0.85896224
-1.1462364 0.8882699
-1.0675755 0.9168471
-1.0103859 0.92330915
-0.97466755 0.907656
-0.9504132 0.90417385
-0.937623 0.9128626
-0.9198892 0.91086173
-0.8972119 0.8981712
-0.85533154 0.8995546
-0.79424816 0.91501206
-0.8005991 0.9389331
-0.8743846 0.9713178
-0.9119328 1.0077991
-0.91324395 1.048377
-0.9700967 1.0869969
-1.0824909 1.1236585
-1.1942682 1.1514505
-1.3054286 1.1703727
-1.3757966 1.186919
-1.4053721 1.2010894
-1.4490768 1.203743
-1.5069106 1.1948799
-1.5650382 1.1805317
-1.6234596 1.1606982
-1.6629095 1.1367092
-1.6833879 1.1085647
-1.710998 1.0875105
-1.74574 1.0735465
-1.7809852 1.0733488
-1.8167335 1.0869172
-1.833216 1.0846682
-1.8304324 1.0666018
-1.8452184 1.0576668
-1.877574 1.0578635
-1.9244378 1.0667428
-1.9858098 1.0843047
-2.0173948 1.101864
-2.0191922 1.1194205
-2.0110602 1.1263995
-1.9929986 1.1228004
-1.9737477 1.1147664
-1.9533076 1.1022971
-1.9383531 1.0846171
-1.9288838 1.0617261
-1.9449713 1.0595202
-1.9866157 1.0779995
-2.0417118 1.101833
-2.1102605 1.1310208
-2.148473 1.1423852
-2.1563494 1.1359267
-2.153914 1.1221931
-2.1411672 1.1011846
-2.1271296 1.1036879
-2.111801 1.1297026
-2.110902 1.1371038
-2.1244328 1.1258917
-2.1379242 1.1074314
-2.1513765 1.0817232
-2.1704311 1.0923252
-2.195088 1.1392374
-2.2212338 1.1701901
-2.2488685 1.1851835
-2.2476096 1.1948676
-2.2174563 1.1992426
-2.2249212 1.2142946
-2.2700036 1.2400234
-2.3012776 1.2703626
-2.318744 1.3053123
-2.307877 1.31857
-2.2686775 1.3101361
-2.2633698 1.3111584
-2.2919536 1.321637
-2.3141322 1.3282411
-2.329906 1.3309705
-2.3389575 1.33893
-2.3412862 1.3521194
-2.3661413 1.3681587
-2.413523 1.3870478
-2.4386537 1.4089568
-2.4415336 1.4338857
-2.428971 1.4485754
-2.4009662 1.4530258
-2.4094548 1.4279231
-2.4544368 1.3732667
-2.4473212 1.3262649
-2.3881075 1.2869176
-2.3412762 1.2627861
-2.3068266 1.2538707
-2.3055649 1.2490253
-2.3374915 1.24825
-2.3781657 1.2579234
-2.4275877 1.2780457
-2.4961433 1.3086904
-2.5838335 1.3498578
-2.5915642 1.3734181
-2.5193355 1.3793713
-2.502471 1.3727182
-2.5409698 1.353459
-2.5612931 1.338109
-2.5634413 1.326668
-2.5616548 1.3224194
-2.555934 1.3253629
-2.5597334 1.3593899
-2.5730524 1.4245001
-2.6478143 1.4533834
-2.7840185 1.4460399
-2.7560172 1.408967
-2.5638096 1.3421651
-2.4882941 1.300101
-2.529471 1.2827752
-2.5158095 1.2365081
-2.4473097 1.1613002
-2.4130597 1.1236962

Channel 2:
-0.31557515 -0.0021890793
-0.3157111 0.010000862
-0.31598297 0.034380738
-0.32514068 0.07551096
-0.34318423 0.13339151
-0.36217287 0.19291006
-0.3821067 0.25406662
-0.37307233 0.3099598
-0.33506984 0.3605896
-0.32895315 0.3854664
-0.35472235 0.38459024
-0.38971728 0.3695671
-0.43393797 0.340397
-0.46112102 0.3101027
-0.47126654 0.2786841
-0.43769845 0.25742042
-0.3604167 0.24631162
-0.3428469 0.25993228
-0.38498896 0.29828236
-0.39700902 0.34190467
-0.37890702 0.39079916
-0.37730074 0.42372853
-0.3921901 0.44069278
-0.42918617 0.45990732
-0.48828888 0.4813723
-0.54736495 0.5148414
-0.60641444 0.56031466
-0.6372732 0.5966656
-0.63994133 0.62389404
-0.65357184 0.61643595
-0.67816484 0.5742911
-0.72994834 0.5606097
-0.8089223 0.5753917
-0.9049742 0.5898606
-1.0181046 0.60401654
-1.0923828 0.60510457
-1.1278094 0.5931249
-1.1394279 0.60353065
-1.1272386 0.63632166
-1.1119856 0.6540737
-1.0936689 0.6567866
-1.0825889 0.66149616
-1.0787455 0.66820216
-1.0991335 0.6707986
-1.1437528 0.6692854
-1.2042449 0.6549144
-1.2806094 0.62768537
-1.3404405 0.612314
-1.3837384 0.6088001
-1.401153 0.59515244
-1.3926842 0.57137084
-1.3850082 0.5661439
-1.378125 0.5794717
-1.357844 0.6131512
-1.3241653 0.66718227
-1.3070165 0.69891214
-1.3063977 0.7083407
-1.3163857 0.6874567
-1.3369808 0.6362604
-1.3570447 0.60136217
-1.3765777 0.58276224
-1.3925197 0.5483501
-1.4048705 0.49812585
-1.3914311 0.50200784
-1.352201 0.559996
-1.305376 0.6067275
-1.2509563 0.6422023
-1.2140048 0.65930635
-1.1945217 0.65803957
-1.1606482 0.66068995
-1.1123844 0.6672573
-1.0700525 0.6946844
-1.0336525 0.74297136
-1.0305387 0.7618432
-1.0607109 0.75130033
-1.0649939 0.7383871
-1.0433874 0.7231039
-1.0433806 0.7137096
-1.0649736 0.7102045
-1.078785 0.7162232
-1.0848149 0.7317656
-1.0873961 0.74150705
-1.0865287 0.74544775
-1.095537 0.7455404
-1.1144209 0.74178505
-1.1124082 0.73331875
-1.0894986 0.7201416
-1.0731949 0.69860244
-1.0634968 0.6687013
-1.0790496 0.65578127
-1.1198531 0.65984243
-1.139196 0.6715357
-1.1370785 0.69086105
-1.156307 0.68619347
-1.1968814 0.65753317
-1.2267396 0.63806456
-1.2458813 0.6277879
-1.247134 0.6150501
-1.2304971 0.5998513
-1.2395334 0.59267455
-1.2742423 0.59351987
-1.3074155 0.5943234
-1.339053 0.59508514
-1.3393307 0.5970814
-1.3082485 0.6003124
-1.2845895 0.5898075
-1.2683536 0.5655669
-1.2460538 0.5431651
-1.2176901 0.52260214
-1.2102642 0.5123883
-1.2237761 0.5125234
-1.2484827 0.5113887
-1.2843838 0.5089843
-1.2912807 0.51082635
-1.269173 0.51691484
-1.2370679 0.5198358
-1.1949652 0.5195893
-1.1760179 0.5093365
-1.1802258 0.48907742
-1.179326 0.48288363
-1.1733185 0.49075517
-1.1744524 0.4968441
-1.1827282 0.5011505
-1.1885538 0.50828576
-1.1919295 0.5182497
-1.171621 0.5330022
-1.1276281 0.5525431
-1.098953 0.5662856
-1.0855958 0.5742296
-1.0823096 0.58310175
-1.0890942 0.5929022
-1.104531 0.6151209
-1.12862 0.6497579
-1.1442204 0.6876657
-1.151332 0.72884434
-1.1455687 0.7651761
-1.1269305 0.79666126
-1.1163718 0.83794636
-1.1138926 0.8890313
-1.1146421 0.9634009
-1.1186202 1.0610552
-1.1339384 1.1609033
-1.1605968 1.2629452
-1.1880448 1.3297569
-1.2162821 1.3613379
-1.2361107 1.385099
-1.2475306 1.4010402
-1.2745335 1.4055908
-1.3171196 1.3987511
-1.3774825 1.3796577
-1.4556224 1.3483107
-1.5159756 1.3093213
-1.5585425 1.2626898
-1.5936267 1.21471
-1.6212285 1.1653821
-1.6373506 1.139778
-1.6419932 1.1378977
-1.6491821 1.1180964
-1.6589177 1.0803735
-1.6794388 1.0573916
-1.7107457 1.0491507
-1.7258676 1.0369217
-1.7248046 1.0207047
-1.7033975 0.9854615
-1.6616468 0.9311918
-1.638609 0.8961997
-1.6342843 0.88048506
-1.640268 0.8672866
-1.65656 0.8566042
-1.645888 0.852136
-1.6082522 0.85388213
-1.54988 0.84615207
-1.4707716 0.82894593
-1.373333 0.82620955
-1.2575644 0.8379431
-1.1521177 0.83758235
-1.056993 0.8251273
-0.99094343 0.81076163
-0.9539689 0.79448515
-0.92452097 0.7843737
-0.90259945 0.7804271
-0.89381874 0.7668736
-0.89817894 0.7437132
-0.9030609 0.7079918
-0.90846497 0.65970945
-0.89566267 0.64139104
-0.8646542 0.6530366
-0.84959096 0.6660072
-0.85047305 0.6803029
-0.8788978 0.65001243
-0.93486524 0.5751357
-0.95473087 0.5328864
-0.9384948 0.5232645
-0.9464989 0.51117873
-0.97874296 0.49662915
-1.0006225 0.4824961
